清单序号,原方名,规范方名,出处,主治原文,组成,候选证型,候选证型ID,裁定状态,核定证型,核定证型ID,裁定依据,证据层级,全网资料入口,联网补强状态,需医生最终签字,数据质量备注,逐方网页证据,逐方网页核验
118,还少丹,还少丹,《洪氏集验方》,大补心肾脾胃，一切虚损，神志俱耗，筋力顿衰，腰脚沉重，肢体倦怠，血气羸之，小便昏浊。；补心肾脾胃，益精血，强筋骨，安神定志，温阳固涩。,山药、牛膝、山茱萸、茯苓、五味子、肉苁蓉、石菖蒲、巴戟天、远志、杜仲,心肾两虚；脾肾阳虚；心脾气血两虚,TCM-SYNDROME-C3FA5AEFA03C；spleen_kidney_yang_deficiency；TCM-SYNDROME-6E2A619818FE,采纳,心肾两虚；脾肾阳虚,TCM-SYNDROME-C3FA5AEFA03C；spleen_kidney_yang_deficiency,“大补心肾脾胃”，神志耗属心肾，腰脚重、小便浊属脾肾阳虚。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E8%BF%98%E5%B0%91%E4%B8%B9,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E8%BF%98%E5%B0%91%E4%B8%B9,页面正文命中方名
119,寒吐方,寒吐方,《大小诸证方论》,寒吐，若降寒则寒引入肾而流于膀胱，必变为遗尿之症；散寒补脾，使寒不能上越下行，从脐而出,白术、人参、附子、干姜、丁香,脾寒；脾胃寒湿；中焦寒湿,TCM-SYNDROME-EF21F5F6830F；TCM-SYNDROME-DE5A8A5C17D1；TCM-SYNDROME-CFE6C33D9F20,采纳,脾寒,TCM-SYNDROME-EF21F5F6830F,“寒吐，散寒补脾”，主因脾寒上逆而吐。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,原文直接支持；本轮提供标准与目录入口,是,,,无有效页面（HTTP 404）
120,黑附丸,黑附丸,《三因极一病证方论》,治干湿香港脚。；附子温阳散寒，黑豆利水除湿，蜜丸缓补，麝香酒引药通络，主治脚气。,附子、黑豆,寒湿入络；寒湿阻络；寒湿痹阻,TCM-SYNDROME-67E03B49C94C；TCM-SYNDROME-82E237903EAA；TCM-SYNDROME-C504C3836E7B,采纳,寒湿阻络,TCM-SYNDROME-82E237903EAA,治干湿脚气，温阳散寒除湿、通络，病机为寒湿阻滞经络。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E9%BB%91%E9%99%84%E4%B8%B8,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E9%BB%91%E9%99%84%E4%B8%B8,页面正文命中方名
121,化毒丸六十六,化毒丸六十六,《古方汇精》,治天行瘟疫。及喉痹颈面暴肿诸症。；僵蚕散风化痰，大黄泻热解毒，姜蜜和丸，菊花引经，治天行喉痹暴肿。,僵蚕、大黄,风热痰毒；风热痰凝；风热痰毒犯头,TCM-SYNDROME-8F7C33877C3C；TCM-SYNDROME-B18E3B3DC350；TCM-SYNDROME-537265AAC8B6,采纳,风热痰毒犯头,TCM-SYNDROME-537265AAC8B6,主治天行喉痹颈面暴肿，散风化痰解毒，符合风热痰毒上攻头面。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,原文直接支持；本轮提供标准与目录入口,是,,,无有效页面（HTTP 404）
122,黄饮子,黄饮子,《瑞竹堂经验方》,治一切恶疮；清热解毒，活血消肿，用于恶疮。,金银花、当归、连翘、黄芪、生甘草、大黄、栝蒌,热盛血瘀；血热瘀滞；血热壅滞,TCM-SYNDROME-6EED271652CB；TCM-SYNDROME-C67351AB0BA4；TCM-SYNDROME-38DF55E55322,采纳,热盛血瘀,TCM-SYNDROME-6EED271652CB,治一切恶疮，清热解毒活血消肿，直接体现热毒与瘀血相结。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,原文直接支持；本轮提供标准与目录入口,是,,,无有效页面（HTTP 404）
123,混元胎丹,混元胎丹,《洪氏集验方》,补漏，壮气，固神，益髓，通神明，延寿命；久无嗣息者服此有验。；以人胞为君，补元宫真气；人参、茯苓益气健脾，乳香、朱砂安神定志，山药固肾，共奏补漏壮气固神之功。；久无嗣息者。,人参、茯苓、乳香、朱砂、山药,心肾气虚；脾肾气虚；肾气不足,TCM-SYNDROME-2D37D4FA421C；TCM-SYNDROME-01C496AA7620；TCM-SYNDROME-8706B2AF37CC,采纳,肾气不足,TCM-SYNDROME-8706B2AF37CC,主治久无嗣息，补元宫真气，壮气益髓，核心为肾气不足不育。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%B7%B7%E5%85%83%E8%83%8E%E4%B8%B9,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E6%B7%B7%E5%85%83%E8%83%8E%E4%B8%B9,页面正文命中方名
124,加味羚角散,加味羚角散,《成方切用》,治筋痹肢节束痛。；以羚羊角舒筋为君，当归、白芍等养血活血，附子、独活、防风祛风散寒，薄荷疏风。,羚羊角、当归、白芍、川芎、附子、薄荷、独活、防风、生姜,肝经风寒；血虚寒凝；风寒湿凝滞筋骨,TCM-SYNDROME-C0E649B28C45；TCM-SYNDROME-89BC0425ADF4；TCM-SYNDROME-B63A10730F51,采纳,风寒湿凝滞筋骨,TCM-SYNDROME-B63A10730F51,治筋痹肢节束痛，方用祛风散寒除湿之品，针对风寒湿邪凝滞筋骨。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,原文直接支持；本轮提供标准与目录入口,是,,,无有效页面（HTTP 404）
125,椒红丸,椒红丸,《三因极一病证方论》,明目，暖水脏，补虚。久服驻颜，缩小便。；温补下元，益肾明目。归经：肾、肝。,川椒、巴戟天、金铃子、茴香、附子、山药,肝肾两虚；肝肾亏虚；肝肾不足,TCM-SYNDROME-739213847DCB；TCM-SYNDROME-D0B79453139B；TCM-SYNDROME-BBA3843C00EB,采纳,肝肾不足,TCM-SYNDROME-BBA3843C00EB,明目暖水脏补虚，温补下元，益肾明目，属肝肾不足证。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%A4%92%E7%BA%A2%E4%B8%B8,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E6%A4%92%E7%BA%A2%E4%B8%B8,页面正文命中方名
126,截恶眼立效方,截恶眼立效方,《瑞竹堂经验方》,恶眼；明矾燥湿解毒，山栀子清热泻火，共奏清热燥湿、明目退翳之功。,明矾、山栀子,肝火湿热；湿热化火；湿热,TCM-SYNDROME-675593AB1394；TCM-SYNDROME-69D4CA29BBEC；TCM-SYNDROME-CFEFA693692E,采纳,湿热,TCM-SYNDROME-CFEFA693692E,主治“恶眼”，方用明矾燥湿、山栀清热，共奏清热燥湿。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,原文直接支持；本轮提供标准与目录入口,是,,,无有效页面（HTTP 404）
127,开郁流气散,开郁流气散,《古方汇精》,治乳硬如石。；槐花凉血散郁，远志化痰通络，陈酒调服助行气，外敷远志葱蜜饼散结。；乳硬如石。,槐花、远志,气滞血瘀；气滞痰瘀；气滞痰凝,qi_stagnation_blood_stasis；TCM-SYNDROME-480E87A5BC6B；TCM-SYNDROME-904656BCD2AC,采纳,气滞痰瘀,TCM-SYNDROME-480E87A5BC6B,治乳硬如石，用槐花凉血散郁、远志化痰通络，行气活血。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E5%BC%80%E9%83%81%E6%B5%81%E6%B0%94%E6%95%A3,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E5%BC%80%E9%83%81%E6%B5%81%E6%B0%94%E6%95%A3,页面正文命中方名
128,两背忽生疮成痈阳症易治用三星汤,两背忽生疮成痈阳症易治用三星汤,《验方新编》,两背忽生疮成痈，阳症易治；清热解毒，消肿散痈，归经于肺、胃、肝,金银花、生甘草、蒲公英,肝肺热盛；肺胃热盛；肝胃热盛,TCM-SYNDROME-02203BAC7189；TCM-SYNDROME-D8AE92B80C54；TCM-SYNDROME-2AB2E2158F2B,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,,无有效页面（HTTP 404）
129,六神散,六神散,《三因极一病证方论》,治胃冷、风证、利等，原文未详述具体主治，但可随证加减。；补脾益气，调和营卫。归经：脾、肺。,人参、茯苓、山药、白术、白扁豆、甘草,肺脾气虚；脾胃气虚；肺卫气虚,TCM-SYNDROME-CEC080DF4763；TCM-SYNDROME-0F4FF7849863；TCM-SYNDROME-C633F9232618,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E5%85%AD%E7%A5%9E%E6%95%A3,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E5%85%AD%E7%A5%9E%E6%95%A3,页面正文命中方名
130,六郁汤,六郁汤,《验方新编》,治背发诸疮，六郁结肿者。；疏肝理气，燥湿化痰，活血散结，归经肝脾。,香附、半夏、茯苓、陈皮、川芎、苍术、砂仁、栀子、甘草,肝脾气滞；气滞血瘀；气滞痰凝,TCM-SYNDROME-3E2CD824EE97；qi_stagnation_blood_stasis；TCM-SYNDROME-904656BCD2AC,采纳,气滞痰凝,TCM-SYNDROME-904656BCD2AC,治背发诸疮六郁结肿，方疏肝理气、燥湿化痰。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E5%85%AD%E9%83%81%E6%B1%A4,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E5%85%AD%E9%83%81%E6%B1%A4,页面正文命中方名
131,马脾风方,马脾风方,《惠直堂经验方》,肺胀喘满，胸高气急，两胁扇动，陷下作坑，鼻窍张扇，咳嗽声哑，痰涎潮塞，身生油斑，状如早治即死；方用人参补气，槟榔、二丑、大黄逐水通腑，木香行气，蜜水调桑白皮汤引药入肺，治肺胀喘急。,人参、槟榔、黑丑、白丑、木香、大黄,痰气壅实；痰浊壅肺；肺气盛实,TCM-SYNDROME-00DFD47644F4；TCM-SYNDROME-DA76E4392D15；TCM-SYNDROME-8AAC85759F6D,采纳,痰浊壅肺,TCM-SYNDROME-DA76E4392D15,主治痰涎潮塞，肺胀喘满,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,原文直接支持；本轮提供标准与目录入口,是,,,无有效页面（HTTP 404）
132,免怀汤,免怀汤,《医方考》,欲摘乳者，通其月事，则乳汁下行，免乳胀之苦；归尾、赤芍、红花、牛膝皆下行导血之品，通月事以回乳,当归尾、赤芍药、红花、牛膝,下焦蓄血；少腹血瘀；气滞血瘀,TCM-SYNDROME-F2311322F959；TCM-SYNDROME-C155285CAB7E；qi_stagnation_blood_stasis,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,,无有效页面（HTTP 404）
133,倪氏痢疾第一方,倪氏痢疾第一方,《医方简义》,治痢疾。不论赤白脓血。里急后重。身热腹痛滞下。；清热燥湿，行气导滞，活血止痛。归经：大肠、胃、肝。,黄连、黄芩、白芍、山楂、枳壳、厚朴、槟榔、青皮、当归、桃仁、红花、木香,大肠湿热；肠胃湿热；气分湿热,TCM-SYNDROME-064C46403192；TCM-SYNDROME-09FEBDA13721；TCM-SYNDROME-F7B5F1CE424D,采纳,大肠湿热,TCM-SYNDROME-064C46403192,赤白脓血，里急后重，身热腹痛,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,原文直接支持；本轮提供标准与目录入口,是,,,无有效页面（HTTP 404）
134,排脓散,排脓散,《绛雪园古方选注》,排脓，主治疮痈脓成不溃或脓出不畅。；枳实破气行滞，芍药和血，桔梗排脓，鸡子黄润燥，共奏排脓散结之功。,枳实、芍药、桔梗,气滞血瘀；气滞血结；气血瘀滞,qi_stagnation_blood_stasis；TCM-SYNDROME-8F83AE51A087；TCM-SYNDROME-5EC194029FA0,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%8E%92%E8%84%93%E6%95%A3,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E6%8E%92%E8%84%93%E6%95%A3,页面正文命中方名
135,泼火散,泼火散,《成方切用》,治中暑昏迷，不省人事欲死者。并治伤暑烦躁，口苦舌干，头痛恶心，不思饮食，及血痢。；方用地榆、赤芍、黄连清热凉血，青皮理气，主治中暑昏迷及血痢。,地榆、赤芍药、黄连、青皮,心热血瘀；心热；心经积热,TCM-SYNDROME-F6BB31B9F53B；TCM-SYNDROME-E1E796C992DE；TCM-SYNDROME-5ACB202818E3,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%B3%BC%E7%81%AB%E6%95%A3,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E6%B3%BC%E7%81%AB%E6%95%A3,页面正文命中方名
136,破棺丹,破棺丹,《瑞竹堂经验方》,治消疔黄走胤不止；方中赤芍、当归活血，山栀、大黄清热，牵牛逐水，甘草调和，共奏清热解毒、活血消肿之功,赤芍药、当归、山栀子、甘草、牵牛子、大黄,热盛血瘀；血热瘀滞；热与血结,TCM-SYNDROME-6EED271652CB；TCM-SYNDROME-C67351AB0BA4；TCM-SYNDROME-07307861C48E,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E7%A0%B4%E6%A3%BA%E4%B8%B9,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E7%A0%B4%E6%A3%BA%E4%B8%B9,页面正文命中方名
137,破伤风方,破伤风方,《验方新编》,破伤风；祛风散邪，活血通络。归经：肝、膀胱经。,羌活、防风、荆芥、当归尾、生地黄、白芷、红花、天麻、刘寄奴,肝经风寒；肝风内动；肝血瘀阻,TCM-SYNDROME-C0E649B28C45；TCM-SYNDROME-847593928AF6；TCM-SYNDROME-BBD3280551C6,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,,无有效页面（HTTP 404）
138,朴黄汤,朴黄汤,《医方简义》,治痢疾初起。腹痛后重。不拘赤白者。；厚朴行气燥湿，大黄泻热导滞，陈皮木香理气，香附调气，黄连清热燥湿，共奏行气导滞、清热止痢之功。,厚朴、大黄、陈皮、木香、香附、黄连,大肠湿热；湿热；气滞湿阻,TCM-SYNDROME-064C46403192；TCM-SYNDROME-CFEFA693692E；TCM-SYNDROME-E3D326948C7A,采纳,大肠湿热；肠道气滞,TCM-SYNDROME-064C46403192；TCM-SYNDROME-B48AAB4AE2F4,痢疾初起腹痛后重，方中清热燥湿、行气导滞，提示大肠湿热与气滞,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,原文直接支持；本轮提供标准与目录入口,是,,,无有效页面（HTTP 404）
139,七磨散,七磨散,《惠直堂经验方》,能消胸膈积食。不伤正气。老年虚弱之人。用之甚妙。；方用人参补气，枳壳、川贝、乌药、郁金、木香、沉香行气消积，共奏消食而不伤正之功。,人参、枳壳、川贝、乌药、郁金、木香、沉香,气虚；气虚气滞；气虚不运,TCM-SYNDROME-6C733A6875EB；TCM-SYNDROME-AC45AB44688F；TCM-SYNDROME-5CFE8D16B7A4,采纳,气虚气滞,TCM-SYNDROME-AC45AB44688F,胸膈积食，老年虚弱，方用人参补气、诸香行气，核心病机为气虚气滞,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,原文直接支持；本轮提供标准与目录入口,是,,,无有效页面（HTTP 404）
140,骑马痈方,骑马痈方,《惠直堂经验方》,骑马痈；金银花清热解毒为君，大黄泻火通便，牛膝引血下行，车前子利湿，当归活血，生甘草解毒，共奏消痈之效。,金银花、大黄、牛膝、车前子、当归、生甘草,湿热火毒壅盛；湿热壅盛；湿热毒,TCM-SYNDROME-74B9CBF1DCCF；TCM-SYNDROME-4878ECFE3593；TCM-SYNDROME-6BE35E718F8A,采纳,湿热火毒壅盛,TCM-SYNDROME-74B9CBF1DCCF,主治痈肿，方以清热泻火、利湿解毒为主，符合湿热火毒壅盛证,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,原文直接支持；本轮提供标准与目录入口,是,,,无有效页面（HTTP 404）
